155.75	246.05	20.4	13.4259	15.4
155.813	66.07	19.1	13.5665	15.1
155.875	0	18.2	14.5559	14.6
155.938	0	16.3	15.5934	13.5
156	0	16.3	15.7851	13.1
156.063	0	13.3	16.7331	12.9
156.125	0	12.8	15.2948	12.7
156.188	0	12	13.7378	12.5
156.25	13.02	12	11.9963	12.3
156.313	179.99	13.9	11.6165	12.5
156.375	297.47	15.5	11.7331	12.8
156.438	469.87	18.3	13.0424	13.7
156.5	623.85	19.5	13.8395	14.4
156.563	692.35	21.2	15.0012	15.3
156.625	585.4	21.8	16.5541	15.5
156.688	355.99	21.9	18.6272	15.7
156.75	246.05	21.6	20.2955	15.6
156.813	66.07	19.3	20.1658	15.2
156.875	0	17.9	19.5729	14.9
156.938	0	15.7	17.8972	14.3
157	0	15	16.6651	13.9
157.063	0	13.3	15.4485	13.2
157.125	0	12.8	13.7188	13.1
157.188	0	11.9	11.7786	12.8
157.25	13.02	11.9	10.1068	12.6
157.313	179.99	13.4	10.0727	12.9
157.375	297.47	15.4	10.9086	13.3
157.438	469.87	18.7	12.4632	14.2
157.5	623.85	19.5	13.4371	14.6
157.563	692.35	21.3	13.7019	15.4
157.625	585.4	21.8	14.2324	15.5
157.688	355.99	22.8	16.0702	16
157.75	246.05	22.6	16.8183	15.9
157.813	66.07	21.2	17.2966	15.5
157.875	0	20.1	17.4962	15.3
157.938	0	18.8	16.0808	14.9
158	0	18.1	15.1831	14.8
158.063	0	17.2	14.436	14.4
158.125	0	17.1	13.4188	14.3
158.188	0	16.7	11.9096	14.1
158.25	13.02	17.1	10.8696	14.1
158.313	179.99	20.6	11.2817	14.3
158.375	297.47	22.1	11.9499	14.8
158.438	469.87	26.4	13.3955	16.2
158.5	623.85	28	14.5502	16.9
158.563	692.35	30.5	15.8836	18.1
158.625	585.4	30.9	17.2315	18.4
158.688	355.99	31.5	19.0567	18.6
158.75	246.05	31.3	20.8953	18.5
158.813	66.07	28.5	21.4523	17.9
158.875	0	27.7	21.3338	17.6
158.938	0	24.4	20.3059	17.1
159	0	24.4	19.8969	16.6
159.063	0	23.7	20.1966	16.3
159.125	0	22.9	20.2908	16
159.188	0	22.4	19.0364	15.7
159.25	13.02	21.4	18.8347	15.6
159.313	179.99	22.4	18.9292	15.7
159.375	297.47	24.6	19.5782	16.3
159.438	469.87	26.4	21.1951	17.2
159.5	623.85	27	22.5464	17.8
159.563	692.35	27	23.3667	18.2
159.625	585.4	27.1	24.4813	18.2
159.688	355.99	27.2	26.3289	18.3
159.75	246.05	27	27.7488	18
159.813	66.07	25.2	27.8326	17.3
159.875	0	23.7	27.2528	17
159.938	0	21.5	26.0164	16.3
160	0	20	25.0947	16.1
160.063	0	20.7	24.4056	15.6
160.125	0	20.4	23.7457	15.6
160.188	0	18.9	22.3611	15.3
160.25	13.02	17.4	20.9199	15.2
160.313	179.99	17.3	19.7621	15.1
160.375	297.47	14	17.991	14.9
160.438	469.87	12.6	16.4267	14.5
160.5	623.85	12.1	14.8243	14.2
160.563	692.35	11.7	13.3117	14
160.625	585.4	11.7	11.7972	13.9
160.688	355.99	11.5	10.3057	13.7
160.75	246.05	11.5	8.92033	13.6
160.813	66.07	11.9	8.18069	13.6
160.875	0	11.8	7.39851	13.4
160.938	0	11.3	5.73457	13.3
161	0	11.1	4.33923	13.2
161.063	0	10.8	3.52295	13.1
161.125	0	10.6	2.39838	13
161.188	0	10.5	0.564797	12.9
161.25	13.02	10.5	-0.911114	12.8
161.313	179.99	11.3	-2.18757	12.9
161.375	297.47	12.1	-3.63136	13
161.438	469.87	14.7	-3.58602	13.5
161.5	623.85	16.8	-2.80942	14
161.563	692.35	18.5	-2.3338	15
161.625	585.4	19.3	-1.37845	15.2
161.688	355.99	19.5	0.0554795	15.5
161.75	246.05	19.2	1.26404	15.2
161.813	66.07	16.5	1.98963	14.7
161.875	0	14	2.83505	14
161.938	0	10.8	3.48369	13
162	0	10.3	4.09459	12.8
162.063	0	8.4	4.94637	12.3
162.125	0	7.2	5.93597	12
162.188	0	5.1	6.86573	11.6
162.25	13.02	4.7	7.73176	11.4
162.313	179.99	8.5	8.34517	11.5
162.375	297.47	11.9	8.93062	11.9
162.438	469.87	16.9	10.298	13.1
162.5	811.61	19.8	9.74989	14
162.563	834.82	22	9.36296	15.2
162.625	784.38	22.7	8.99268	15.5
162.688	568.75	23.3	8.69836	16.1
162.75	395.54	23.2	8.61314	15.8
162.813	95.54	20.8	9.33262	15.2
162.875	0	18.5	10.466	14.8
162.938	0	15.9	10.0029	13.7
163	0	14.5	8.77024	13.2
163.063	0	13.1	7.8289	13
163.125	0	12.2	6.44164	12.8
163.188	0	12.2	5.00397	12.5
163.25	18.3	11.1	3.82141	12.5
163.313	289.73	13.6	2.97708	12.6
163.375	455.8	16.2	2.63559	13
163.438	721.43	19.3	2.77482	14.3
163.5	799.11	21.3	3.0848	15.1
163.563	832.59	23.9	3.28505	16.2
163.625	784.82	24.7	3.4299	16.5
163.688	569.64	25.5	3.6671	16.9
163.75	394.64	25.4	4.18024	16.8
163.813	93.3	23.1	3.9851	16.2
163.875	0	20.5	3.3225	15.8
163.938	0	18.5	1.80473	15
164	0	17.8	2.22982	14.9
164.063	0	17.2	2.76219	14.4
164.125	0	17	3.32638	14.3
164.188	0	16.6	3.90717	14.1
164.25	11.61	16.3	4.31516	14
164.313	136.61	16.4	4.81183	14.2
164.375	187.5	17.3	5.2005	14.5
164.438	276.79	20	5.78845	15.1
164.5	334.82	21.1	6.40559	15.4
164.563	441.07	23.6	6.85719	16.3
164.625	334.38	23.4	7.11151	16.4
164.688	243.3	22.5	7.25949	16.4
164.75	133.48	22.5	7.53627	16.3
164.813	84.82	22.6	8.61138	16.3
164.875	0	20.6	9.50603	16
164.938	0	18.9	10.2276	15.5
165	0	18.8	10.8985	15.3
165.063	0	18.6	11.4677	15.3
165.125	0	18.3	11.9889	15.1
165.188	0	18.1	12.4502	15.1
165.25	8.48	18	12.6905	15.1
165.313	111.16	18.8	13.0331	15.1
165.375	162.5	19.5	13.2508	15.2
165.438	367.86	19.7	13.4307	15.9
165.5	594.64	21.4	13.4078	15.9
165.563	565.18	23.2	13.242	16.6
165.625	323.21	22.9	13.2599	16.7
165.688	198.66	20.6	13.1585	16.3
165.75	113.39	20.4	13.2036	16.3
165.813	28.13	19.5	13.3034	16.1
165.875	0	19.3	13.47	16
165.938	0	18.9	13.6006	15.6
166	0	18.7	13.77	15.7
166.063	0	18	13.8855	15.6
166.125	0	17.9	14.0973	15.5
166.188	0	16	14.1239	15.1
166.25	13.84	15.2	13.7195	15
166.313	245.09	15.3	12.5347	14.8
166.375	464.29	16.7	11.4408	14.9
166.438	612.5	18.6	10.7862	15.4
166.5	762.05	19.4	10.0618	15.8
166.563	746.43	20.4	9.45673	16.2
166.625	698.66	21	8.97485	16.3
166.688	393.75	21	8.6344	16.5
166.75	385.71	20.7	8.36056	16.4
166.813	102.23	17.8	7.70909	15.7
166.875	0	15.9	7.16427	15.2
166.938	0	13.5	6.52923	14.3
167	0	12.7	6.09501	14.1
167.063	0	11	5.48651	13.8
167.125	0	9.9	4.63561	13.7
167.188	0	8.5	3.73365	13.3
167.25	17.41	8.3	2.66457	12.9
167.313	225	9.5	1.24681	13.2
167.375	420.09	10.8	-0.33252	13.1
167.438	610.27	13.5	-1.51237	13.4
167.5	733.93	14.5	-2.68149	13.8
167.563	832.14	16.7	-3.65262	14.6
167.625	707.59	17.4	-4.53084	14.8
167.688	441.96	18.3	-5.05191	15.1
167.75	237.05	18.1	-5.08832	15.1
167.813	43.75	16.1	-4.08565	14.6
167.875	0	14.8	-3.12413	14.6
167.938	0	13.1	-2.7474	13.6
168	0	12.3	-2.44005	13.6
168.063	0	11.4	-2.34356	13.4
168.125	0	11.6	-2.29993	13.2
168.188	0	10.6	-2.36181	13
168.25	8.48	10.5	-2.48042	12.9
168.313	72.32	11.7	-2.19219	12.9
168.375	94.64	12.5	-1.96906	13
168.438	230.36	14.2	-1.6024	13.2
168.5	330.8	14.8	-1.38259	13.5
168.563	594.2	16.5	-1.17933	14.3
168.625	464.73	16.5	-0.895759	14.4
168.688	75.89	15.5	-0.204979	14.2
168.75	62.5	15	0.554985	14
168.813	14.73	12.9	1.69089	13.5
168.875	0	12.7	2.94974	13.3
168.938	0	12.1	3.80111	13.1
169	0	12	4.61713	13.1
169.063	0	11.5	5.24401	13.1
169.125	0	11.6	5.80603	13
169.188	0	11.8	6.19649	12.9
169.25	7.59	11.8	6.3464	12.9
169.313	51.79	11.7	6.48212	12.9
169.375	145.54	12.2	6.42268	12.8
169.438	328.57	13.4	6.30283	13.3
169.5	363.39	14.4	6.27733	13.4
169.563	320.09	15.9	6.40713	13.9
169.625	315.18	16	6.50817	14
169.688	474.11	17.3	6.2569	14.3
169.75	394.2	18	6.20112	14.4
169.813	103.57	16.8	5.90377	14.3
169.875	0	15.4	5.78813	13.9
169.938	0	14.1	5.65667	13.1
170	0	13.3	5.63806	13.1
170.063	0	12.6	5.66388	12.7
170.125	0	12.2	5.60907	12.6
170.188	0	11.4	5.21345	12.5
170.25	18.75	13.2	4.75575	12.4
170.313	274.11	15.7	3.59544	12.3
170.375	443.75	16.3	2.6216	12.6
170.438	646.43	18.6	2.07828	13.7
170.5	839.29	19.3	1.57637	14.2
170.563	600.89	20.4	1.41262	15.3
170.625	798.66	20.9	1.03272	15.5
170.688	573.66	21.9	0.83736	16
170.75	373.21	21.9	0.850491	15.9
170.813	82.14	20.1	0.624603	15.6
170.875	0	18.5	0.698537	15
170.938	0	16.1	0.765932	13.9
171	0	14.5	0.764044	13.6
171.063	0	15	0.702567	13.5
171.125	0	14.7	0.593644	13.4
171.188	0	14.4	0.825287	13.4
171.25	9.38	14.1	0.778703	13.3
171.313	164.29	14.9	0.856663	13.5
171.375	326.34	16.1	0.538186	13.8
171.438	462.95	18.4	0.437502	14.4
171.5	720.54	19.5	0.217806	14.9
171.563	816.52	21.2	0.100112	15.8
171.625	800.89	21.7	0.0815188	16.1
171.688	523.21	22.3	0.250624	16.5
171.75	383.48	22	0.663395	16.3
171.813	110.71	20.1	1.63499	15.8
171.875	0	18.3	2.41776	15.5
171.938	0	15.3	2.59745	14.8
172	0	14.6	2.77184	14.1
172.063	0	13.3	2.72203	13.7
172.125	0	12.8	2.92599	13.4
172.188	0	12.6	2.93845	13.2
172.25	8.93	12.5	2.86849	13.1
172.313	127.68	13.6	2.87485	13.1
172.375	113.39	14.2	2.76606	13.3
172.438	323.66	16.2	2.62335	13.7
172.5	513.84	18.2	2.43174	14.2
172.563	793.3	20.7	2.16055	15.3
172.625	795.09	21.5	1.83721	15.6
172.688	578.57	22.1	1.61111	16.2
172.75	304.46	21.5	1.61238	16
172.813	30.36	18.9	1.86773	15.6
172.875	0	18.1	2.51731	15.2
172.938	0	15.8	2.89992	14.6
173	0	15	3.26566	14.3
173.063	0	13.2	3.5974	13.7
173.125	0	14.7	3.97963	13.5
173.188	0	14.2	3.92162	13.4
173.25	18.75	14.5	3.59577	13.2
173.313	268.75	16.9	2.82221	13.6
173.375	437.95	18.8	2.2303	14
173.438	705.36	23	2.10194	15.5
173.5	790.18	24	2.01966	16.1
173.563	722.32	25.3	2.07708	17
173.625	790.18	25.9	2.16701	17.3
173.688	363.39	25.8	2.44108	17.5
173.75	339.73	25.5	2.76035	17.3
173.813	88.39	24.1	3.04197	16.6
173.875	0	22.2	3.32283	16.4
173.938	0	22	3.71998	15.3
174	0	20.5	4.15825	15.1
174.063	0	18.1	4.51044	14.8
174.125	0	18.4	4.90033	14.6
174.188	0	17.3	5.16568	14.3
174.25	17.41	17.6	5.20032	14.2
174.313	238.39	20.3	4.79818	14.5
174.375	262.05	20.8	4.52339	15
174.438	683.48	24.3	4.25198	16.2
174.5	781.25	25.7	4.17643	16.9
174.563	817.41	27.2	4.30201	17.9
174.625	749.55	27.5	4.3518	18.1
174.688	564.29	27.9	4.64158	18.4
174.75	311.16	27.2	5.07322	18
174.813	83.48	25.6	6.12697	17.4
174.875	0	23.2	7.03111	17
174.938	0	21.6	7.68405	16.2
175	0	21.6	8.18067	16.1
175.063	0	20.7	8.37294	15.6
175.125	0	20.4	8.527	15.5
175.188	0	18.5	8.40776	15.1
175.25	12.95	18.2	8.24398	15.1
175.313	222.32	20.1	7.88822	15.1
175.375	332.14	21.2	7.46261	15.6
175.438	680.36	24.2	7.01103	16.7
175.5	773.66	25.9	6.70807	17.4
175.563	793.75	26.8	6.63672	18.3
175.625	692.86	26.9	6.69025	18.4
175.688	543.75	27	6.83096	18.5
175.75	331.7	26.4	7.06775	18.3
175.813	87.05	23.6	7.52322	17.5
175.875	0	21.8	7.68693	17
175.938	0	20.5	7.88725	16.3
176	0	19.6	8.06381	16.2
176.063	0	17.9	7.88029	15.6
176.125	0	17	7.60929	15.3
176.188	0	15.8	7.30815	15
176.25	23.21	15.6	6.85763	14.9
176.313	277.23	17.3	5.93679	15.1
176.375	312.05	18	5.21765	15.3
176.438	549.11	20.4	4.64578	16.1
176.5	516.52	21.2	4.27677	16.5
176.563	499.55	22.9	4.16116	17.1
176.625	183.04	22.5	4.16853	16.9
176.688	266.52	22.7	4.24812	17
176.75	125.45	21.4	4.42947	16.8
176.813	16.96	20.2	5.05011	16.4
176.875	0	18.7	5.67676	16
176.938	0	18.3	6.30315	15.8
177	0	17.8	6.65316	15.9
177.063	0	17.7	6.95813	15.3
177.125	0	17.5	7.08596	15.1
177.188	0	16.9	7.12063	15.1
177.25	16.07	16.5	7.11579	14.9
177.313	256.7	18	6.48524	15.1
177.375	438.84	19.5	5.7876	15.5
177.438	671.88	23	5.52501	16.6
177.5	755.36	25.3	5.39148	17.2
177.563	800	27.2	5.51696	18.2
177.625	774.11	27.4	5.72594	18.3
177.688	566.96	27.8	6.0356	18.7
177.75	391.52	27.8	6.66996	18.5
177.813	85.71	25.8	7.57828	18
177.875	0	24.5	8.39608	17.5
177.938	0	22.9	8.90026	16.5
178	0	22.5	9.23143	16.4
178.063	0	21.6	9.34885	15.9
178.125	0	20.7	9.29508	15.7
178.188	0	19.1	9.22284	15.3
178.25	18.75	19	8.93597	15
178.313	269.2	20.8	7.91088	15.1
178.375	437.5	24.4	7.12372	15.7
178.438	708.04	27.4	6.58438	17.5
178.5	795.54	28.7	6.30901	18.3
178.563	745.09	28.9	6.18056	19.3
178.625	660.71	29.2	6.11943	19.3
178.688	426.34	29.3	6.26997	19.5
178.75	277.68	29.2	6.54519	19.3
178.813	87.95	27.5	7.60432	18.9
178.875	0	26.4	8.72761	18.6
178.938	0	23.1	9.24546	17.8
179	0	22.4	9.61232	17.5
179.063	0	21.7	10.1821	17.4
179.125	0	21.7	10.6921	17.4
179.188	0	21.1	11.1615	17.3
179.25	3.57	21.2	11.4163	17.2
179.313	42.86	21.6	11.7767	17.4
179.375	58.48	21.9	11.9651	17.4
179.438	309.82	23.7	12.205	17.8
179.5	563.39	25.4	12.2595	18.3
179.563	564.29	27.8	12.5001	19.4
179.625	744.64	29	12.5739	19.7
179.688	374.11	28.8	12.9271	20
179.75	124.55	27.6	13.5481	19.8
179.813	10.71	23.3	14.7913	18.9
179.875	0	22.8	15.7796	18.7
179.938	0	21.7	16.5192	18.4
180	0	21.4	17.1313	18.3
180.063	0	21.4	17.56	19.4
180.125	0	21.5	17.982	19.4
180.188	0	21.4	18.2246	19.1
180.25	0.89	21.3	18.3767	19
180.313	32.14	21.7	18.4763	19.1
180.375	86.61	21.9	18.5387	19.2
180.438	294.64	23.6	18.7653	19.8
180.5	445.98	25.3	18.9564	20.2
180.563	611.16	27.5	18.7206	21.3
180.625	576.34	27.6	18.5636	21.5
180.688	28.57	24.2	18.6181	21.3
180.75	285.85	20.7	18.1025	20.5
180.813	64.08	22.2	17.7512	17.12
180.875	0	20.9	17.483	16.78
180.938	0	20.9	17.4424	19.4
